Variable_name,Class,N°_of_observations,Mean,Estandar_dev,Max_value,Min_value,Description
time_Body_acceleration__mean_Y_ STANDING,numeric,7,-0.017810751584816546,0.0015330711165949895,-0.0161687277463495,-0.019589258786828,Average of the means for time of signals captured by the body acceleration sensor on the Y axis for the  STANDING activity.
time_Body_acceleration__mean_Y_ LAYING,numeric,6,-0.01754834088859567,0.001290605345216614,-0.0154394352991026,-0.0191721442063089,Average of the means for time of signals captured by the body acceleration sensor on the Y axis for the  LAYING activity.
time_Body_acceleration__mean_Z_ WALKING,numeric,6,-0.10991114833002853,0.005417315852272328,-0.105661736816887,-0.117900692084746,Average of the means for time of signals captured by the body acceleration sensor on the Z axis for the  WALKING activity.
time_Body_acceleration__mean_Z_ WALKING_UPSTAIRS,numeric,8,-0.10799637150716986,0.003559005033560038,-0.101233826213889,-0.112492375388312,Average of the means for time of signals captured by the body acceleration sensor on the Z axis for the  WALKING_UPSTAIRS activity.
time_Body_acceleration__mean_Z_ WALKING_DOWNSTAIR,numeric,6,-0.107839577180986,0.004832987537443499,-0.0996007059877049,-0.112563587594512,Average of the means for time of signals captured by the body acceleration sensor on the Z axis for the  activity.
time_Body_acceleration__mean_Z_ SITTING,numeric,7,-0.11025723217552735,0.003593789582353233,-0.107917262447761,-0.118277180099383,Average of the means for time of signals captured by the body acceleration sensor on the Z axis for the  SITTING activity.
time_Body_acceleration__mean_Z_ STANDING,numeric,7,-0.10860090158999865,0.001925717167054387,-0.105403810015385,-0.111651090326263,Average of the means for time of signals captured by the body acceleration sensor on the Z axis for the  STANDING activity.
time_Body_acceleration__mean_Z_ LAYING,numeric,6,-0.10798332952133372,0.0030644416400556,-0.103432062417949,-0.112273368370134,Average of the means for time of signals captured by the body acceleration sensor on the Z axis for the  LAYING activity.
time_Gravity_acceleration__mean_X_ WALKING,numeric,6,0.7022635023627979,0.03299757376072756,0.744867411573487,0.660782866688742,Average of the means for time of signals captured by the gravity acceleration sensor on the X axis for the  WALKING activity.
time_Gravity_acceleration__mean_X_ WALKING_UPSTAIRS,numeric,8,0.6645281125583791,0.05504150503417284,0.736951892247191,0.582637512166667,Average of the means for time of signals captured by the gravity acceleration sensor on the X axis for the  WALKING_UPSTAIRS activity.
time_Gravity_acceleration__mean_X_ WALKING_DOWNSTAIR,numeric,6,0.7323440180900743,0.087696172971642,0.901097859791667,0.65835911957265,Average of the means for time of signals captured by the gravity acceleration sensor on the X axis for the  activity.
time_Gravity_acceleration__mean_X_ SITTING,numeric,7,0.6810711009176524,0.1451801380936741,0.962581161666667,0.475323016,Average of the means for time of signals captured by the gravity acceleration sensor on the X axis for the  SITTING activity.
time_Gravity_acceleration__mean_X_ STANDING,numeric,7,0.6561848612339447,0.08583972801237866,0.788037331794872,0.503385126178862,Average of the means for time of signals captured by the gravity acceleration sensor on the X axis for the  STANDING activity.
time_Gravity_acceleration__mean_X_ LAYING,numeric,6,0.6457982565132545,0.05212580343416982,0.696858200678851,0.585139591107383,Average of the means for time of signals captured by the gravity acceleration sensor on the X axis for the  LAYING activity.
time_Gravity_acceleration__mean_Y_ WALKING,numeric,6,-0.0016569928732529833,0.10074688263193453,0.112313109736755,-0.147219886910411,Average of the means for time of signals captured by the gravity acceleration sensor on the Y axis for the  WALKING activity.
time_Gravity_acceleration__mean_Y_ WALKING_UPSTAIRS,numeric,8,0.050406110805032336,0.12602776883763508,0.2814715215,-0.103190808202247,Average of the means for time of signals captured by the gravity acceleration sensor on the Y axis for the  WALKING_UPSTAIRS activity.
time_Gravity_acceleration__mean_Y_ WALKING_DOWNSTAIR,numeric,6,-0.08220373466195645,0.10942078211509569,0.102660491875,-0.17504772675,Average of the means for time of signals captured by the gravity acceleration sensor on the Y axis for the  activity.
time_Gravity_acceleration__mean_Y_ SITTING,numeric,7,-0.007728571602854176,0.10169352080983739,0.112652596558955,-0.180018835666667,Average of the means for time of signals captured by the gravity acceleration sensor on the Y axis for the  SITTING activity.
time_Gravity_acceleration__mean_Y_ STANDING,numeric,7,0.030119003114406663,0.05611525884713494,0.10870478277551,-0.0686181655555556,Average of the means for time of signals captured by the gravity acceleration sensor on the Y axis for the  STANDING activity.
time_Gravity_acceleration__mean_Y_ LAYING,numeric,6,0.01967476347620486,0.09088691078492207,0.115489757911628,-0.14757775521466,Average of the means for time of signals captured by the gravity acceleration sensor on the Y axis for the  LAYING activity.
time_Gravity_acceleration__mean_Z_ WALKING,numeric,6,0.09998723787795302,0.05530979245071779,0.193993433768041,0.0480937904190616,Average of the means for time of signals captured by the gravity acceleration sensor on the Z axis for the  WALKING activity.
time_Gravity_acceleration__mean_Z_ WALKING_UPSTAIRS,numeric,8,0.09733922207726754,0.0486686383312018,0.1506301434,0.0184833048368539,Average of the means for time of signals captured by the gravity acceleration sensor on the Z axis for the  WALKING_UPSTAIRS activity.
time_Gravity_acceleration__mean_Z_ WALKING_DOWNSTAIR,numeric,6,-0.056615658809721935,0.16715501447697972,0.0924517595346237,-0.284880580416667,Average of the means for time of signals captured by the gravity acceleration sensor on the Z axis for the  activity.
time_Gravity_acceleration__mean_Z_ SITTING,numeric,7,0.08535038077778098,0.1090789688304051,0.236637160405404,-0.0494520137037313,Average of the means for time of signals captured by the gravity acceleration sensor on the Z axis for the  SITTING activity.
time_Gravity_acceleration__mean_Z_ STANDING,numeric,7,0.16820062385191004,0.08136372752782495,0.239226040930391,0.0518662466372043,Average of the means for time of signals captured by the gravity acceleration sensor on the Z axis for the  STANDING activity.
time_Gravity_acceleration__mean_Z_ LAYING,numeric,6,0.10604850645475143,0.0917790355060084,0.208215370043721,-0.0469931021049738,Average of the means for time of signals captured by the gravity acceleration sensor on the Z axis for the  LAYING activity.
time_Body_acceleration_Jerk_mean_X_ WALKING,numeric,6,0.07909386904314517,0.005781601390387283,0.0866435091149576,0.0701731261988856,Average of the means for time of signals captured by the body acceleration sensor on the X axis for the  WALKING activity.
time_Body_acceleration_Jerk_mean_X_ WALKING_UPSTAIRS,numeric,8,0.0796099689511657,0.005647852618241731,0.084215745375516,0.0674351008988764,Average of the means for time of signals captured by the body acceleration sensor on the X axis for the  WALKING_UPSTAIRS activity.
time_Body_acceleration_Jerk_mean_X_ WALKING_DOWNSTAIR,numeric,6,0.07712952898232017,0.002977782318299873,0.0804000423888889,0.0731636526834836,Average of the means for time of signals captured by the body acceleration sensor on the X axis for the  activity.
time_Body_acceleration_Jerk_mean_X_ SITTING,numeric,7,0.07702818113730822,0.009270782369468952,0.0847162929146465,0.0572366455208955,Average of the means for time of signals captured by the body acceleration sensor on the X axis for the  SITTING activity.
time_Body_acceleration_Jerk_mean_X_ STANDING,numeric,7,0.07836088587836602,0.004424097263830625,0.0835868911373737,0.0700672625147154,Average of the means for time of signals captured by the body acceleration sensor on the X axis for the  STANDING activity.
time_Body_acceleration_Jerk_mean_X_ LAYING,numeric,6,0.07723530742614163,0.002659948113249966,0.0807263062382199,0.0734799270148825,Average of the means for time of signals captured by the body acceleration sensor on the X axis for the  LAYING activity.
time_Body_acceleration_Jerk_mean_Y_ WALKING,numeric,6,0.006785025065075077,0.007294957845428206,0.0165908438802305,-0.0010311298138299,Average of the means for time of signals captured by the body acceleration sensor on the Y axis for the  WALKING activity.
time_Body_acceleration_Jerk_mean_Y_ WALKING_UPSTAIRS,numeric,8,0.004701120006899051,0.004421963481549353,0.0106812194621382,-0.00310401228089888,Average of the means for time of signals captured by the body acceleration sensor on the Y axis for the  WALKING_UPSTAIRS activity.
time_Body_acceleration_Jerk_mean_Y_ WALKING_DOWNSTAIR,numeric,6,0.0068912221364284265,0.004788261929488163,0.0153774046898718,0.00147809411698925,Average of the means for time of signals captured by the body acceleration sensor on the Y axis for the  activity.
time_Body_acceleration_Jerk_mean_Y_ SITTING,numeric,7,0.009932525493677735,0.005301325808275781,0.0189573433473737,0.00350107553584853,Average of the means for time of signals captured by the body acceleration sensor on the Y axis for the  SITTING activity.
time_Body_acceleration_Jerk_mean_Y_ STANDING,numeric,7,0.010349771346585684,0.00487975289694676,0.0200470964972984,0.00611187765247475,Average of the means for time of signals captured by the body acceleration sensor on the Y axis for the  STANDING activity.
time_Body_acceleration_Jerk_mean_Y_ LAYING,numeric,6,0.0060895709988669855,0.0055335695554232355,0.0138224436546073,-0.00274400097455128,Average of the means for time of signals captured by the body acceleration sensor on the Y axis for the  LAYING activity.
time_Body_acceleration_Jerk_mean_Z_ WALKING,numeric,6,-0.0033356647423420974,0.004018610500130884,0.000755760748377483,-0.00910758730117003,Average of the means for time of signals captured by the body acceleration sensor on the Z axis for the  WALKING activity.
time_Body_acceleration_Jerk_mean_Z_ WALKING_UPSTAIRS,numeric,8,-0.006889783264187558,0.006029748652836859,0.000510105274833334,-0.0196719912994306,Average of the means for time of signals captured by the body acceleration sensor on the Z axis for the  WALKING_UPSTAIRS activity.
time_Body_acceleration_Jerk_mean_Z_ WALKING_DOWNSTAIR,numeric,6,-0.006131933111169769,0.005310445447180132,-0.00109705214282787,-0.0143982101450427,Average of the means for time of signals captured by the body acceleration sensor on the Z axis for the  activity.
time_Body_acceleration_Jerk_mean_Z_ SITTING,numeric,7,-0.0012320847717643647,0.009377386649266262,0.0155338481445373,-0.0123485923641621,Average of the means for time of signals captured by the body acceleration sensor on the Z axis for the  SITTING activity.
time_Body_acceleration_Jerk_mean_Z_ STANDING,numeric,7,-0.005618678967416664,0.0051186744069545214,0.000886467423302994,-0.0131640140761789,Average of the means for time of signals captured by the body acceleration sensor on the Z axis for the  STANDING activity.
time_Body_acceleration_Jerk_mean_Z_ LAYING,numeric,6,-0.0030758480661542765,0.002939536491217082,0.000824208324801046,-0.00700960558805774,Average of the means for time of signals captured by the body acceleration sensor on the Z axis for the  LAYING activity.
time_Body_gyroscope__mean_X_ WALKING,numeric,6,-0.031839487762321206,0.010762551231646657,-0.0208764064320173,-0.0517030657821192,Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  WALKING activity.
time_Body_gyroscope__mean_X_ WALKING_UPSTAIRS,numeric,8,-0.040667825261366516,0.025049568736673786,0.00359053897160142,-0.0701318154561458,Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  WALKING_UPSTAIRS activity.
time_Body_gyroscope__mean_X_ WALKING_DOWNSTAIR,numeric,6,-0.021900784764746037,0.021740174998316132,0.00779788388987705,-0.0575264551461828,Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  activity.
time_Body_gyroscope__mean_X_ SITTING,numeric,7,-0.03482570142821253,0.02180321230443788,-0.0122820553981818,-0.0702784362985075,Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  SITTING activity.
time_Body_gyroscope__mean_X_ STANDING,numeric,7,-0.02048277744557938,0.01399778168518623,-0.00112339350162602,-0.038430136020509,Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  STANDING activity.
time_Body_gyroscope__mean_X_ LAYING,numeric,6,-0.037027697326077524,0.02415906987821481,-0.0101831910869331,-0.0683332171546644,Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  LAYING activity.
time_Body_gyroscope__mean_Y_ WALKING,numeric,6,-0.07482802238660899,0.0101177099364998,-0.0568420186817881,-0.0880722729400576,Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  WALKING activity.
time_Body_gyroscope__mean_Y_ WALKING_UPSTAIRS,numeric,8,-0.07250130151260714,0.013057749644566246,-0.0529948418524719,-0.091077509832669,Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  WALKING_UPSTAIRS activity.
time_Body_gyroscope__mean_Y_ WALKING_DOWNSTAIR,numeric,6,-0.08093361952706878,0.011327002841545452,-0.0714218698580645,-0.101356256508197,Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  activity.
time_Body_gyroscope__mean_Y_ SITTING,numeric,7,-0.07133414339481073,0.01603283013564781,-0.0422418424895522,-0.0909878213994949,Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  SITTING activity.
time_Body_gyroscope__mean_Y_ STANDING,numeric,7,-0.08189671790339367,0.010307680206503312,-0.0672248771926647,-0.10137018874878,Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  STANDING activity.
time_Body_gyroscope__mean_Y_ LAYING,numeric,6,-0.06900580804117745,0.01683143295134936,-0.0471474023101021,-0.0882883296441861,Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  LAYING activity.
time_Body_gyroscope__mean_Z_ WALKING,numeric,6,0.09113464442952901,0.007387499116399576,0.104308754638941,0.0862641666597983,Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  WALKING activity.
time_Body_gyroscope__mean_Z_ WALKING_UPSTAIRS,numeric,8,0.09103163136914438,0.014026005861531939,0.109092913237986,0.0640867611561922,Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  WALKING_UPSTAIRS activity.
time_Body_gyroscope__mean_Z_ WALKING_DOWNSTAIR,numeric,6,0.08271460320068712,0.0191956395829524,0.100946227484946,0.0483130820040984,Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  activity.
time_Body_gyroscope__mean_Z_ SITTING,numeric,7,0.08674952681231685,0.007214049672564278,0.098866059686422,0.0745157818036563,Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  SITTING activity.
time_Body_gyroscope__mean_Z_ STANDING,numeric,7,0.08516176103640904,0.009191330454056562,0.0993606079900489,0.074694942324328,Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  STANDING activity.
time_Body_gyroscope__mean_Z_ LAYING,numeric,6,0.09381984236354884,0.012647789959083972,0.116262252263758,0.0834544586693995,Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  LAYING activity.
time_Body_gyroscope_Jerk_mean_X_ WALKING,numeric,6,-0.09740263797940707,0.006727266225399048,-0.0875587491668874,-0.10509869233866,Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  WALKING activity.
time_Body_gyroscope_Jerk_mean_X_ WALKING_UPSTAIRS,numeric,8,-0.09238800194082962,0.016601005663781827,-0.0589128557764045,-0.112213469653659,Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  WALKING_UPSTAIRS activity.
time_Body_gyroscope_Jerk_mean_X_ WALKING_DOWNSTAIR,numeric,6,-0.09949658197433041,0.014030467723680665,-0.073416747110215,-0.11062834367265,Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  activity.
time_Body_gyroscope_Jerk_mean_X_ SITTING,numeric,7,-0.09489853946253109,0.012487497183056983,-0.0726924262059701,-0.109084058157187,Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  SITTING activity.
time_Body_gyroscope_Jerk_mean_X_ STANDING,numeric,7,-0.10060397718637593,0.007688098017435828,-0.0940621740320958,-0.114427759866748,Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  STANDING activity.
time_Body_gyroscope_Jerk_mean_X_ LAYING,numeric,6,-0.09387939495398193,0.0056435367317585645,-0.0873862322442852,-0.100707751809855,Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  LAYING activity.
time_Body_gyroscope_Jerk_mean_Y_ WALKING,numeric,6,-0.04319968815777395,0.003179417498453786,-0.0401923943695015,-0.0490624519374172,Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  WALKING activity.
time_Body_gyroscope_Jerk_mean_Y_ WALKING_UPSTAIRS,numeric,8,-0.04241483531532577,0.004651664217097153,-0.0384344734528455,-0.0500700364842697,Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  WALKING_UPSTAIRS activity.
time_Body_gyroscope_Jerk_mean_Y_ WALKING_DOWNSTAIR,numeric,6,-0.042567307680299885,0.001540302995379348,-0.0401207685420833,-0.0441270690182012,Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  activity.
time_Body_gyroscope_Jerk_mean_Y_ SITTING,numeric,7,-0.040716017821849027,0.003114364406080041,-0.0372238262065657,-0.0457374795179104,Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  SITTING activity.
time_Body_gyroscope_Jerk_mean_Y_ STANDING,numeric,7,-0.041389409111659496,0.0020597036410667634,-0.0389884753435208,-0.0445622527458084,Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  STANDING activity.
time_Body_gyroscope_Jerk_mean_Y_ LAYING,numeric,6,-0.04304518860185804,0.003263010764178663,-0.0390749421383202,-0.0464751059848658,Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  LAYING activity.
time_Body_gyroscope_Jerk_mean_Z_ WALKING,numeric,6,-0.05394251654184708,0.004942329874522417,-0.0471393985477522,-0.060866534304433,Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  WALKING activity.
time_Body_gyroscope_Jerk_mean_Z_ WALKING_UPSTAIRS,numeric,8,-0.05350690888262887,0.005637866810585917,-0.0433103259283146,-0.0610307928148701,Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  WALKING_UPSTAIRS activity.
time_Body_gyroscope_Jerk_mean_Z_ WALKING_DOWNSTAIR,numeric,6,-0.05372141392398526,0.006501933834251092,-0.0418610459717213,-0.0617431983833333,Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  activity.
time_Body_gyroscope_Jerk_mean_Z_ SITTING,numeric,7,-0.05403216227129886,0.0028015699915883356,-0.0504091215649062,-0.0582718748712538,Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  SITTING activity.
time_Body_gyroscope_Jerk_mean_Z_ STANDING,numeric,7,-0.05770217197907377,0.004065775992404897,-0.0530710005410256,-0.0644152729899187,Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  STANDING activity.
time_Body_gyroscope_Jerk_mean_Z_ LAYING,numeric,6,-0.05514337239361885,0.004509764742941859,-0.0493556177875196,-0.0607680707408115,Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  LAYING activity.
time_Body_acceleration_Mag_mean_ WALKING,numeric,6,-0.5449338154899396,0.07734361738405984,-0.453632943768818,-0.637532979814948,Average of the means for time of signals captured by the body acceleration sensor on the  for the  WALKING activity.
time_Body_acceleration_Mag_mean_ WALKING_UPSTAIRS,numeric,8,-0.55518239865667,0.2926737400289963,-0.0554082692382022,-0.9617663145,Average of the means for time of signals captured by the body acceleration sensor on the  for the  WALKING_UPSTAIRS activity.
time_Body_acceleration_Mag_mean_ WALKING_DOWNSTAIR,numeric,6,-0.5683685127254375,0.23855518062292771,-0.29092762277541,-0.97810887125,Average of the means for time of signals captured by the body acceleration sensor on the  for the  activity.
time_Body_acceleration_Mag_mean_ SITTING,numeric,7,-0.6064999305999242,0.1645654425700383,-0.485419876919403,-0.963685834333333,Average of the means for time of signals captured by the body acceleration sensor on the  for the  SITTING activity.
time_Body_acceleration_Mag_mean_ STANDING,numeric,7,-0.6071270766867437,0.18792475980433837,-0.353264495414634,-0.980278693846154,Average of the means for time of signals captured by the body acceleration sensor on the  for the  STANDING activity.
time_Body_acceleration_Mag_mean_ LAYING,numeric,6,-0.5516560940575436,0.06061239289728341,-0.452429326099846,-0.620032665162467,Average of the means for time of signals captured by the body acceleration sensor on the  for the  LAYING activity.
time_Gravity_acceleration_Mag_mean_ WALKING,numeric,6,-0.5449338154899396,0.07734361738405984,-0.453632943768818,-0.637532979814948,Average of the means for time of signals captured by the gravity acceleration sensor on the  for the  WALKING activity.
time_Gravity_acceleration_Mag_mean_ WALKING_UPSTAIRS,numeric,8,-0.55518239865667,0.2926737400289963,-0.0554082692382022,-0.9617663145,Average of the means for time of signals captured by the gravity acceleration sensor on the  for the  WALKING_UPSTAIRS activity.
time_Gravity_acceleration_Mag_mean_ WALKING_DOWNSTAIR,numeric,6,-0.5683685127254375,0.23855518062292771,-0.29092762277541,-0.97810887125,Average of the means for time of signals captured by the gravity acceleration sensor on the  for the  activity.
time_Gravity_acceleration_Mag_mean_ SITTING,numeric,7,-0.6064999305999242,0.1645654425700383,-0.485419876919403,-0.963685834333333,Average of the means for time of signals captured by the gravity acceleration sensor on the  for the  SITTING activity.
time_Gravity_acceleration_Mag_mean_ STANDING,numeric,7,-0.6071270766867437,0.18792475980433837,-0.353264495414634,-0.980278693846154,Average of the means for time of signals captured by the gravity acceleration sensor on the  for the  STANDING activity.
time_Gravity_acceleration_Mag_mean_ LAYING,numeric,6,-0.5516560940575436,0.06061239289728341,-0.452429326099846,-0.620032665162467,Average of the means for time of signals captured by the gravity acceleration sensor on the  for the  LAYING activity.
time_Body_acceleration_JerkMag_mean_ WALKING,numeric,6,-0.6327289285800148,0.07009561810855959,-0.545431612066571,-0.72234055742268,Average of the means for time of signals captured by the body acceleration sensor on the  for the  WALKING activity.
time_Body_acceleration_JerkMag_mean_ WALKING_UPSTAIRS,numeric,8,-0.6407050067340692,0.2645205125449471,-0.153888888820225,-0.982660079367089,Average of the means for time of signals captured by the body acceleration sensor on the  for the  WALKING_UPSTAIRS activity.
time_Body_acceleration_JerkMag_mean_ WALKING_DOWNSTAIR,numeric,6,-0.6700516907209978,0.18902310122277435,-0.474897326746876,-0.992407460833333,Average of the means for time of signals captured by the body acceleration sensor on the  for the  activity.
time_Body_acceleration_JerkMag_mean_ SITTING,numeric,7,-0.6832386638406213,0.14352525512827877,-0.553813266144776,-0.984336614,Average of the means for time of signals captured by the body acceleration sensor on the  for the  SITTING activity.
time_Body_acceleration_JerkMag_mean_ STANDING,numeric,7,-0.7052045834279538,0.15952557492437358,-0.484983543582927,-0.990332891538461,Average of the means for time of signals captured by the body acceleration sensor on the  for the  STANDING activity.
time_Body_acceleration_JerkMag_mean_ LAYING,numeric,6,-0.6592547272229238,0.055465942041535946,-0.564555998864103,-0.713667423769029,Average of the means for time of signals captured by the body acceleration sensor on the  for the  LAYING activity.
time_Body_gyroscope_Mag_mean_ WALKING,numeric,6,-0.6224675801117296,0.0830456673927281,-0.475404785802305,-0.708221087886598,Average of the means for time of signals captured by the body gyroscope sensor on the  for the  WALKING activity.
time_Body_gyroscope_Mag_mean_ WALKING_UPSTAIRS,numeric,8,-0.6100921238946481,0.25063389574521444,-0.175624994910562,-0.948394682666667,Average of the means for time of signals captured by the body gyroscope sensor on the  for the  WALKING_UPSTAIRS activity.
time_Body_gyroscope_Mag_mean_ WALKING_DOWNSTAIR,numeric,6,-0.6062526629766787,0.25429159904140775,-0.245124405807746,-0.979459900833333,Average of the means for time of signals captured by the body gyroscope sensor on the  for the  activity.
time_Body_gyroscope_Mag_mean_ SITTING,numeric,7,-0.6709641995745635,0.136837620690629,-0.548919668132222,-0.951887812,Average of the means for time of signals captured by the body gyroscope sensor on the  for the  SITTING activity.
time_Body_gyroscope_Mag_mean_ STANDING,numeric,7,-0.6623324074781745,0.14939188725933988,-0.530408052165854,-0.966683888076923,Average of the means for time of signals captured by the body gyroscope sensor on the  for the  STANDING activity.
time_Body_gyroscope_Mag_mean_ LAYING,numeric,6,-0.5835027396551191,0.09307759772474822,-0.435122258175641,-0.682447212750656,Average of the means for time of signals captured by the body gyroscope sensor on the  for the  LAYING activity.
time_Body_gyroscope_JerkMag_mean_ WALKING,numeric,6,-0.751190911260843,0.07211797537292691,-0.639517432642651,-0.849581355824742,Average of the means for time of signals captured by the body gyroscope sensor on the  for the  WALKING activity.
time_Body_gyroscope_JerkMag_mean_ WALKING_UPSTAIRS,numeric,8,-0.7400455023718743,0.24577576977739155,-0.202676039247191,-0.98548876278481,Average of the means for time of signals captured by the body gyroscope sensor on the  for the  WALKING_UPSTAIRS activity.
time_Body_gyroscope_JerkMag_mean_ WALKING_DOWNSTAIR,numeric,6,-0.7911193971207382,0.1376148184413544,-0.608256767676639,-0.994575164583333,Average of the means for time of signals captured by the body gyroscope sensor on the  for the  activity.
time_Body_gyroscope_JerkMag_mean_ SITTING,numeric,7,-0.7924575567567128,0.10141316429526269,-0.683436541824444,-0.986611885,Average of the means for time of signals captured by the body gyroscope sensor on the  for the  SITTING activity.
time_Body_gyroscope_JerkMag_mean_ STANDING,numeric,7,-0.7955255225411452,0.1184435173394526,-0.623412641977151,-0.994198412051282,Average of the means for time of signals captured by the body gyroscope sensor on the  for the  STANDING activity.
time_Body_gyroscope_JerkMag_mean_ LAYING,numeric,6,-0.7620015349697808,0.0677544730101095,-0.624627827903846,-0.802293906366279,Average of the means for time of signals captured by the body gyroscope sensor on the  for the  LAYING activity.
freq_Body_acceleration__mean_X_ WALKING,numeric,6,-0.6047086190955145,0.063571226197619,-0.531895161258213,-0.698994344226804,Average of the means for time of signals captured by the body acceleration sensor on the X axis for the  WALKING activity.
freq_Body_acceleration__mean_X_ WALKING_UPSTAIRS,numeric,8,-0.6222984077583151,0.2685233777611393,-0.133757972988764,-0.977590046582278,Average of the means for time of signals captured by the body acceleration sensor on the X axis for the  WALKING_UPSTAIRS activity.
freq_Body_acceleration__mean_X_ WALKING_DOWNSTAIR,numeric,6,-0.6393698766394152,0.19923660885598846,-0.418694276739316,-0.992157217708333,Average of the means for time of signals captured by the body acceleration sensor on the X axis for the  activity.
freq_Body_acceleration__mean_X_ SITTING,numeric,7,-0.6687022771615602,0.15555060571145718,-0.498119157841045,-0.990052909,Average of the means for time of signals captured by the body acceleration sensor on the X axis for the  SITTING activity.
freq_Body_acceleration__mean_X_ STANDING,numeric,7,-0.6848245603541189,0.15998831141161493,-0.469793729799187,-0.990202906025641,Average of the means for time of signals captured by the body acceleration sensor on the X axis for the  STANDING activity.
freq_Body_acceleration__mean_X_ LAYING,numeric,6,-0.6247668130189565,0.05171214247705102,-0.57063792171218,-0.707613779580052,Average of the means for time of signals captured by the body acceleration sensor on the X axis for the  LAYING activity.
