"Variable_name" "Class" "N°_of_observations" "Mean" "Estandar_dev" "Max_value" "Min_value" "Description"
"time_Body_gyroscope__mean_Y_ SITTING" "numeric" 30 -0.0725101048572381 0.0141135942711982 "-0.03361196465625" -0.0955089236521739 "Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  WALKING activity."
"time_Body_gyroscope__mean_Y_ STANDING" "numeric" 30 -0.0674044276912565 0.0108812410071329 "-0.0280117633814815" -0.0876820486363636 "Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  WALKING_DOWNSTAIR activity."
"time_Body_gyroscope__mean_Y_ WALKING" "numeric" 30 -0.0693653029263216 0.017412478627334 "-0.0172822168012963" -0.0960880731804348 "Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  STANDING activity."
"time_Body_gyroscope__mean_Y_ WALKING_DOWNSTAIR" "numeric" 30 -0.0518993124230119 0.040000945865408 "0.0274707556666667" -0.123517195928261 "Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  activity."
"time_Body_gyroscope__mean_Y_ WALKING_UPSTAIRS" "numeric" 30 -0.090338286373011 0.060812049638328 "0.0212250958019608" -0.204205356087805 "Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  SITTING activity."
"time_Body_gyroscope__mean_Z_ LAYING" "numeric" 30 0.128125317970223 0.0246958556195939 "0.179102058245614" 0.09357912315 "Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  WALKING_UPSTAIRS activity."
"time_Body_gyroscope__mean_Z_ SITTING" "numeric" 30 0.0771436215612263 0.0158698267263001 "0.10115033478" 0.0259476655145833 "Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  WALKING activity."
"time_Body_gyroscope__mean_Z_ STANDING" "numeric" 30 0.0802733529585129 0.0086407146159875 "0.103251560681818" 0.063688907 "Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  WALKING_DOWNSTAIR activity."
"time_Body_gyroscope__mean_Z_ WALKING" "numeric" 30 0.086416674242806 0.0156162671425385 "0.118267750196491" 0.0509657915395833 "Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  STANDING activity."
"time_Body_gyroscope__mean_Z_ WALKING_DOWNSTAIR" "numeric" 30 0.09463405111431 0.0332252732292743 "0.163962510807692" 0.0162878745776087 "Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  activity."
"time_Body_gyroscope__mean_Z_ WALKING_UPSTAIRS" "numeric" 30 0.0580748633702375 0.0546637941013156 "0.14569462592449" -0.0724546025804878 "Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  SITTING activity."
"time_Body_gyroscope_Jerk_mean_X_ LAYING" "numeric" 30 -0.102171413983353 0.00317145576960756 "-0.0956018266746988" -0.111267284631579 "Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  WALKING_UPSTAIRS activity."
"time_Body_gyroscope_Jerk_mean_X_ SITTING" "numeric" 30 -0.0954008098664059 0.00283956930600945 "-0.0889747665681818" -0.103605889057692 "Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  WALKING activity."
"time_Body_gyroscope_Jerk_mean_X_ STANDING" "numeric" 30 -0.0996267799692912 0.00320688110296147 "-0.0901539662169811" -0.105562157888889 "Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  WALKING_DOWNSTAIR activity."
"time_Body_gyroscope_Jerk_mean_X_ WALKING" "numeric" 30 -0.0945997464584207 0.0200195210082346 "-0.0578128239067797" -0.135886431360417 "Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  STANDING activity."
"time_Body_gyroscope_Jerk_mean_X_ WALKING_DOWNSTAIR" "numeric" 30 -0.0716446643364898 0.0303564450185296 "-0.0220916265065217" -0.127952445399655 "Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  activity."
"time_Body_gyroscope_Jerk_mean_X_ WALKING_UPSTAIRS" "numeric" 30 -0.112897360908668 0.032389015859958 "-0.0455638872076923" -0.157212539189362 "Average of the means for time of signals captured by the body gyroscope sensor on the X axis for the  SITTING activity."
"time_Body_gyroscope_Jerk_mean_Y_ LAYING" "numeric" 30 -0.0382279690488276 0.00303920532907187 "-0.027552256948" -0.0426718870280822 "Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  WALKING_UPSTAIRS activity."
"time_Body_gyroscope_Jerk_mean_Y_ SITTING" "numeric" 30 -0.0407930988248647 0.00256801104273689 "-0.0333986700025455" -0.046663441472 "Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  WALKING activity."
"time_Body_gyroscope_Jerk_mean_Y_ STANDING" "numeric" 30 -0.0423479951710933 0.00230859547880896 "-0.0371593000727273" -0.0485190684259259 "Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  WALKING_DOWNSTAIR activity."
"time_Body_gyroscope_Jerk_mean_Y_ WALKING" "numeric" 30 -0.0445410666260671 0.00798525388951976 "-0.0307128442115385" -0.0617028868769231 "Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  STANDING activity."
"time_Body_gyroscope_Jerk_mean_Y_ WALKING_DOWNSTAIR" "numeric" 30 -0.0515045867228147 0.0135452044259485 "-0.0291766311418182" -0.0768089915604167 "Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  activity."
"time_Body_gyroscope_Jerk_mean_Y_ WALKING_UPSTAIRS" "numeric" 30 -0.0387419754578047 0.0129591181174294 "-0.0132022768074468" -0.0719834687944444 "Average of the means for time of signals captured by the body gyroscope sensor on the Y axis for the  SITTING activity."
"time_Body_gyroscope_Jerk_mean_Z_ LAYING" "numeric" 30 -0.0642316769630592 0.00552499044214164 "-0.05345019146375" -0.0740501211 "Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  WALKING_UPSTAIRS activity."
"time_Body_gyroscope_Jerk_mean_Z_ SITTING" "numeric" 30 -0.050446985401655 0.00412285738292051 "-0.04358509665" -0.0590801684246575 "Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  WALKING activity."
"time_Body_gyroscope_Jerk_mean_Z_ STANDING" "numeric" 30 -0.0520373374546901 0.00367763620672574 "-0.0416832156688525" -0.0584162547045455 "Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  WALKING_DOWNSTAIR activity."
"time_Body_gyroscope_Jerk_mean_Z_ WALKING" "numeric" 30 -0.0542854427880228 0.0108070640964943 "-0.0342677451" -0.0903002524369492 "Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  STANDING activity."
"time_Body_gyroscope_Jerk_mean_Z_ WALKING_DOWNSTAIR" "numeric" 30 -0.0552181099214177 0.0159063382475746 "-0.0270461061061224" -0.0867903297078947 "Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  activity."
"time_Body_gyroscope_Jerk_mean_Z_ WALKING_UPSTAIRS" "numeric" 30 -0.0525917429508608 0.0196238745900606 "-0.00694066389361702" -0.0924998531372549 "Average of the means for time of signals captured by the body gyroscope sensor on the Z axis for the  SITTING activity."
"time_Body_acceleration_Mag_mean_ LAYING" "numeric" 30 -0.940896449851283 0.0773634919069643 "-0.56047777609589" -0.986493196666667 "Average of the means for time of signals captured by the body acceleration sensor on the  for the  WALKING_UPSTAIRS activity."
"time_Body_acceleration_Mag_mean_ SITTING" "numeric" 30 -0.953058913788759 0.0213336678330317 "-0.8933617176" -0.983674151754386 "Average of the means for time of signals captured by the body acceleration sensor on the  for the  WALKING activity."
"time_Body_acceleration_Mag_mean_ STANDING" "numeric" 30 -0.953601848513939 0.0217824070057037 "-0.906104701071429" -0.984853836595745 "Average of the means for time of signals captured by the body acceleration sensor on the  for the  WALKING_DOWNSTAIR activity."
"time_Body_acceleration_Mag_mean_ WALKING" "numeric" 30 -0.161018551490778 0.116838191899616 "0.0722419121669565" -0.40528943 "Average of the means for time of signals captured by the body acceleration sensor on the  for the  STANDING activity."
"time_Body_acceleration_Mag_mean_ WALKING_DOWNSTAIR" "numeric" 30 0.116017212180159 0.179543080405665 "0.644604325128205" -0.293531973636364 "Average of the means for time of signals captured by the body acceleration sensor on the  for the  activity."
"time_Body_acceleration_Mag_mean_ WALKING_UPSTAIRS" "numeric" 30 -0.0911794496890414 0.129989909642474 "0.210282608333333" -0.305772199076923 "Average of the means for time of signals captured by the body acceleration sensor on the  for the  SITTING activity."
"time_Gravity_acceleration_Mag_mean_ LAYING" "numeric" 30 -0.940896449851283 0.0773634919069643 "-0.56047777609589" -0.986493196666667 "Average of the means for time of signals captured by the gravity acceleration sensor on the  for the  WALKING_UPSTAIRS activity."
"time_Gravity_acceleration_Mag_mean_ SITTING" "numeric" 30 -0.953058913788759 0.0213336678330317 "-0.8933617176" -0.983674151754386 "Average of the means for time of signals captured by the gravity acceleration sensor on the  for the  WALKING activity."
"time_Gravity_acceleration_Mag_mean_ STANDING" "numeric" 30 -0.953601848513939 0.0217824070057037 "-0.906104701071429" -0.984853836595745 "Average of the means for time of signals captured by the gravity acceleration sensor on the  for the  WALKING_DOWNSTAIR activity."
"time_Gravity_acceleration_Mag_mean_ WALKING" "numeric" 30 -0.161018551490778 0.116838191899616 "0.0722419121669565" -0.40528943 "Average of the means for time of signals captured by the gravity acceleration sensor on the  for the  STANDING activity."
"time_Gravity_acceleration_Mag_mean_ WALKING_DOWNSTAIR" "numeric" 30 0.116017212180159 0.179543080405665 "0.644604325128205" -0.293531973636364 "Average of the means for time of signals captured by the gravity acceleration sensor on the  for the  activity."
"time_Gravity_acceleration_Mag_mean_ WALKING_UPSTAIRS" "numeric" 30 -0.0911794496890414 0.129989909642474 "0.210282608333333" -0.305772199076923 "Average of the means for time of signals captured by the gravity acceleration sensor on the  for the  SITTING activity."
"time_Body_acceleration_JerkMag_mean_ LAYING" "numeric" 30 -0.978525460505878 0.01004715431884 "-0.9543962646" -0.992725367826087 "Average of the means for time of signals captured by the body acceleration sensor on the  for the  WALKING_UPSTAIRS activity."
"time_Body_acceleration_JerkMag_mean_ SITTING" "numeric" 30 -0.981897446329829 0.00850775164310549 "-0.962733502" -0.99281471515625 "Average of the means for time of signals captured by the body acceleration sensor on the  for the  WALKING activity."
"time_Body_acceleration_JerkMag_mean_ STANDING" "numeric" 30 -0.976795505457206 0.0110404103810922 "-0.956624899041096" -0.992367790566038 "Average of the means for time of signals captured by the body acceleration sensor on the  for the  WALKING_DOWNSTAIR activity."
"time_Body_acceleration_JerkMag_mean_ WALKING" "numeric" 30 -0.234877016477555 0.142619207783695 "0.109450990201923" -0.538291424594595 "Average of the means for time of signals captured by the body acceleration sensor on the  for the  STANDING activity."
"time_Body_acceleration_JerkMag_mean_ WALKING_DOWNSTAIR" "numeric" 30 -0.0976447714610356 0.185701059455662 "0.434490400974359" -0.50048333137931 "Average of the means for time of signals captured by the body acceleration sensor on the  for the  activity."
"time_Body_acceleration_JerkMag_mean_ WALKING_UPSTAIRS" "numeric" 30 -0.377837349039569 0.140646751228037 "-0.0957840344357143" -0.679160843538462 "Average of the means for time of signals captured by the body acceleration sensor on the  for the  SITTING activity."
"time_Body_gyroscope_Mag_mean_ LAYING" "numeric" 30 -0.937001458083287 0.0329643026667562 "-0.809688545342466" -0.980740846769231 "Average of the means for time of signals captured by the body gyroscope sensor on the  for the  WALKING_UPSTAIRS activity."
"time_Body_gyroscope_Mag_mean_ SITTING" "numeric" 30 -0.945041987370517 0.0183135204340025 "-0.897870535" -0.977634992105263 "Average of the means for time of signals captured by the body gyroscope sensor on the  for the  WALKING activity."
"time_Body_gyroscope_Mag_mean_ STANDING" "numeric" 30 -0.941446344981704 0.0298876359722195 "-0.883675028630137" -0.980657340461539 "Average of the means for time of signals captured by the body gyroscope sensor on the  for the  WALKING_DOWNSTAIR activity."
"time_Body_gyroscope_Mag_mean_ WALKING" "numeric" 30 -0.27356497501213 0.169258826678575 "0.100045071430769" -0.500471147857143 "Average of the means for time of signals captured by the body gyroscope sensor on the  for the  STANDING activity."
"time_Body_gyroscope_Mag_mean_ WALKING_DOWNSTAIR" "numeric" 30 -0.122702752885252 0.165929453832594 "0.418004608615385" -0.381022814727273 "Average of the means for time of signals captured by the body gyroscope sensor on the  for the  activity."
"time_Body_gyroscope_Mag_mean_ WALKING_UPSTAIRS" "numeric" 30 -0.171220944945035 0.167687445164842 "0.365779419444444" -0.3691086 "Average of the means for time of signals captured by the body gyroscope sensor on the  for the  SITTING activity."
"time_Body_gyroscope_JerkMag_mean_ LAYING" "numeric" 30 -0.982179844079867 0.00984450277054921 "-0.955645738245614" -0.997322526811594 "Average of the means for time of signals captured by the body gyroscope sensor on the  for the  WALKING_UPSTAIRS activity."
"time_Body_gyroscope_JerkMag_mean_ SITTING" "numeric" 30 -0.98744387279937 0.00793408884969711 "-0.962929227818182" -0.996334795 "Average of the means for time of signals captured by the body gyroscope sensor on the  for the  WALKING activity."
"time_Body_gyroscope_JerkMag_mean_ STANDING" "numeric" 30 -0.978464083251988 0.0121577668270833 "-0.94793650109589" -0.994966790566038 "Average of the means for time of signals captured by the body gyroscope sensor on the  for the  WALKING_DOWNSTAIR activity."
"time_Body_gyroscope_JerkMag_mean_ WALKING" "numeric" 30 -0.4604427111542 0.161592516215267 "0.0115305410508475" -0.6813040365 "Average of the means for time of signals captured by the body gyroscope sensor on the  for the  STANDING activity."
"time_Body_gyroscope_JerkMag_mean_ WALKING_DOWNSTAIR" "numeric" 30 -0.409392516314913 0.183935006892798 "0.0875816618205128" -0.701663073636364 "Average of the means for time of signals captured by the body gyroscope sensor on the  for the  activity."
